Date,ID,Tweets,Party
Sun Nov 04 22:32:03 +0000 2018,Drey527,@notcapnamerica I really don't care if Gillibrand goes down....payback for Al Franken,ind
Sun Nov 04 22:31:06 +0000 2018,NassauYDs,RT @IamTaylorRaynor: Kirsten Gillibrand  Thank you for listening and caring about the District.  I know there are going to be some tremendo…,dem
Sun Nov 04 22:29:42 +0000 2018,awstar11,"@NickWolfinger End ICE
https://t.co/jvVyKl9hVd",dem
Sun Nov 04 22:27:10 +0000 2018,MsAvaArmstrong,"Senator Gillibrand claims to be a protector and defender of women, then WHY DOESN'T SHE RELEASE THE NAMES OF CONGRE… https://t.co/9btVJ2PmhH",rep
Sun Nov 04 22:24:54 +0000 2018,amybeth2,"RT @amybeth2: Don’t you know liberals never hav3 to answer for their hypocritical actions. 

EXCLUSIVE: Opponent Chele Farley Demands Sen.…",rep
Sun Nov 04 22:23:12 +0000 2018,ItsTheBrandi,"Look forward to seeing Gillibrand make Bloomberg's life hell, tbh.",dem
Sun Nov 04 22:22:10 +0000 2018,nybct,フロリダは心配ですね。ニューヨークは常に青いので自州の心配をすることは少ないです。今回も Kirsten Gillibrand の対抗馬、ダレソレ？状態。 https://t.co/bujnvUzovV,ind
Sun Nov 04 22:21:29 +0000 2018,CT_RedSox,RT @UniteVoteRed: Tracking Congress In The Age Of Trump | FiveThirtyEight #NY Senator Gillibrand is Obstructionist and Votes Against Trump…,rep
Sun Nov 04 22:08:13 +0000 2018,PennyFate,@SenGillibrand @MeatballMom2 DO NOT VOTE FOR GILLIBRAND. She asked for Al Franklin to resign without due process. S… https://t.co/IWWNwNwxp3,rep
Sun Nov 04 22:04:20 +0000 2018,berkshirebabe03,"@watspn1013 @Jojoinguette Mush for brains strikes again. I know people are laughing &amp; think it's cute. IT'S NOT.
NY… https://t.co/v8NrUtZPAL",ind
Sun Nov 04 21:54:13 +0000 2018,Kennethsus,"RT @aaron2lit: NV - VOTE ROSEN (FOR SEN)
NH - VOTE KUSTER (FOR H.O.R)
NJ - VOTE MENENDEZ (FOR SEN)
NM - VOTE HEINRICH (FOR SEN)
NY - VOTE G…",dem
Sun Nov 04 21:49:25 +0000 2018,KarenSheetsDPO,Kirsten Gillibrand on Twitter https://t.co/sVBHKV3VWn,ind
Sun Nov 04 21:46:23 +0000 2018,Mattielisbon,@Monstercoyliar @briancheeek @DebsEugenia @JohnFairbanks1 @jvgraz @AdamBorland @Bully4You2 @scatpost @SallyAlbright… https://t.co/zH8U7iAip4,ind
Sun Nov 04 21:43:45 +0000 2018,PastLivesPjct,"W.Semkiw et K.Ryerson voient en Kirsten Gillibrand, politicienne américaine, la #reincarnation d'une célèbre reine… https://t.co/3dKQ6YdKxx",ind
Sun Nov 04 21:38:25 +0000 2018,BobSamuelson55,@BuildNYFund Wait! What! We have Schumer &amp; Gillibrand! ANYONE is a step up from them!,rep
Sun Nov 04 21:28:31 +0000 2018,akach5,"i will not forgive gillibrand for being a dishonorable  pos. 
 al deserved an investigation as he requested
.we kno… https://t.co/ihN969okIY",rep
Sun Nov 04 21:18:49 +0000 2018,tomde62,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/HOWLgHAg6j,rep
Sun Nov 04 21:13:47 +0000 2018,avigayil_a,"If you live in NY, get out and vote for Chele Farley! New York deserves better than Senator Gillibrand and her non… https://t.co/lY86ZlcMpn",rep
Sun Nov 04 21:12:44 +0000 2018,UrduBBCus,Politics News – Joe biden on the Usa today editorial about trump v. gillibrand fight: ‘ I’ve never https://t.co/Kt3AEvNJkE,rep
Sun Nov 04 21:10:24 +0000 2018,American_Blonde,RT @American_Blonde: Vote for Reps who care! Vote Antonio Delgado #NY19 @DelgadoforNY19 and Kirsten Gillibrand @SenGillibrand for #NewYork…,dem
Sun Nov 04 21:05:05 +0000 2018,BigFurHat,NY: Chele Farley(R) Demands Sen. Kirsten Gillibrand(D) Return Money from Firm Led by Longtime Harvey Weinstein Cons… https://t.co/4BF3Q7lsay,rep
Sun Nov 04 21:03:44 +0000 2018,mchkrem,RT @LimoTelstar: @Zimrico @Ricca_19 @SenSchumer @SenSanders @SenBlumenthal @SenWarren @SenKamalaHarris @SenFeinstein @SenMarkey @NancyPelos…,dem
Sun Nov 04 20:59:57 +0000 2018,themonumentinfo,RT @Gillibrand_Sch: Wow. Looks great. @themonumentinfo https://t.co/yQUXYD5ksb,dem
Sun Nov 04 20:58:08 +0000 2018,cheech20101,@SenSchumer @StopOpioidOD Don’t worry Chuck your time is coming soon. In 2020 New York will be replacing you. This… https://t.co/1pR56I6InL,rep
Sun Nov 04 20:57:50 +0000 2018,HotelWorkersNY,RT @The_Citizen: Sen. Kirsten Gillibrand tells Syracuse crowd: Dana Balter 'will fight for you' in Congress https://t.co/OkWnSK93gT https:/…,dem
Sun Nov 04 20:55:09 +0000 2018,BruceLeddy,@SenGillibrand Senator Gillibrand - I hope you'll help spread the word ahead of the midterms with this great :30 sp… https://t.co/MAerxDCu6s,dem
Sun Nov 04 20:53:26 +0000 2018,Hawkmoo92418290,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/VeaX7Y3W0t,rep
Sun Nov 04 20:50:09 +0000 2018,Loftii,NY: Governor Andrew Cuomo has a strong lead over Marc Molinaro and Senator Kirsten Gillibrand has a very strong lea… https://t.co/h5X7MVsELq,dem
Sun Nov 04 20:49:47 +0000 2018,CharCara,The choice is CLEAR! https://t.co/D1w3WTyeSu,ind
Sun Nov 04 20:47:03 +0000 2018,marcyrw,@VoteMarsha @nbcsnl @DanCrenshawTX Trump's publicly insulted: John McCain (war hero). Rep. Maxine Waters. Sen. Gill… https://t.co/wr3MF5uC8M,ind
Sun Nov 04 20:41:23 +0000 2018,kldreams61,You mean the screaming idiot Gillibrand lied? Not shocked at all! https://t.co/616jgNutP9,rep
Sun Nov 04 20:40:18 +0000 2018,Rmadsen54Barbot,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/6vyUF9kkU7,rep
Sun Nov 04 20:31:10 +0000 2018,106th,RT @ttfernandez21: Politics aside...watched a bit of the Gillibrand v Farley debate and is it just me or does Chele Farley look like Michae…,ind
Sun Nov 04 20:26:16 +0000 2018,awesomef0x,"RT @B3thMC: Just discovered there's a Fake Account for Sen Gillibrand. It looks just like the real one and it's gaining followers. 
Real Ac…",ind
Sun Nov 04 20:22:13 +0000 2018,Chumley4James,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/cRRUdXEUTt,rep
Sun Nov 04 20:19:27 +0000 2018,cfhardy65,@Dougs1978 @skb_sara @BreitbartNews Gillibrand is one evil person!!! She is not to be trusted!!!,rep
Sun Nov 04 20:18:30 +0000 2018,pollreport,"NEW YORK STATE
U.S. Senate:
Kirsten Gillibrand (D) 58%
Chele Farley (R) 35%
(Siena College Poll, LV, 10/28 - 11/1/18)",dem
Sun Nov 04 20:16:31 +0000 2018,ram_ramamoorthy,RT @LGillibrand: @r_gillibrand https://t.co/uTHWqBMXMR,dem
Sun Nov 04 20:11:34 +0000 2018,pberrini,"Kirsten Gillibrand on TWITTER:

This is what’s on Tuesday’s ballot:

Our access to affordable health care
A woman's… https://t.co/zonegwxG2J",dem
Sun Nov 04 20:10:12 +0000 2018,rhondax3yq9,"RT @rhondax3yq9: @SenGillibrand Gillibrand forgot to tell you about much higher taxes, open borders and government run health care!! Think…",rep
Sun Nov 04 20:09:52 +0000 2018,Lynx62,"Elect @CheleFarley for US Senate.  @SenGillibrand wants Open Borders, and to abolish ICE.  Make New York State Grea… https://t.co/4aA9gGxpy7",rep
Sun Nov 04 20:08:13 +0000 2018,MercyAnneSteve1,RT @Lisa3628: @joannenj @BrianLeeOkert @JohnWesleyShipp @funder @realDonaldTrump @HillaryClinton That’s BS! @HillaryClinton showed up for p…,dem
Sun Nov 04 20:07:44 +0000 2018,mgrant76308,https://t.co/aYrS92rOeY,ind
Sun Nov 04 20:06:26 +0000 2018,LeeCapobianco1,RT @DavidGoldberg14: EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Weinste…,rep
Sun Nov 04 20:02:45 +0000 2018,ylmaureen,"So great to have Senator Gillibrand in town to support the Democratic Line, including our Democratic Candidate  Ann… https://t.co/d2C7LqoPG7",dem
Sun Nov 04 20:02:03 +0000 2018,ltdad613,@Dougs1978 @KNP2BP @BreitbartNews Jelly Belly Gillibrand is Chuck Schumer's puppet.,rep
Sun Nov 04 19:52:06 +0000 2018,freidasdad54,AH!!  FAKE NEWS...  Remember Gillibrand saying she knew of Democrat Congressman who still were guilty of Sexual Har… https://t.co/seupNCAPjT,rep
Sun Nov 04 19:51:29 +0000 2018,LuvMyAmerica,RT @sparksandsparky: EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Weinste…,rep
Sun Nov 04 19:50:26 +0000 2018,sparksandsparky,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/estSrbGKvo,rep
Sun Nov 04 19:48:00 +0000 2018,PoliticalCount2,Tulsi Gabbard is better on this than Kamala Harris. Alexandria Ocasio-Cortez is better on this than Kirsten Gillibr… https://t.co/6kqyEfTKFc,rep
Sun Nov 04 19:45:12 +0000 2018,DavidGoldberg14,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/Uoa4PE49Q8,rep
Sun Nov 04 19:40:11 +0000 2018,county_yates,Chele Farley looks to unseat Sen. Kirsten Gillibrand | One America News Network https://t.co/tUr42TGzPY,rep
Sun Nov 04 19:39:31 +0000 2018,nancyl367,"RT @NewRightNetwork: New post: ""New York Midterms: Vote for Chele Farley for U.S. Senate to Unseat Kirsten Gillibrand"" https://t.co/JyIZKYk…",rep
Sun Nov 04 19:38:28 +0000 2018,JoseEColon,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/hNCPwKchGL,rep
Sun Nov 04 19:26:05 +0000 2018,PolProctologist,DO NOT ELECT THIS PHONY BACK INTO OFFICE - SHE SERVES ONLY A 'SPECIAL' GROUP IN OFFICE. WE DO NOT NEED MORE GILLIBR… https://t.co/14QKDxUvav,rep
Sun Nov 04 19:15:51 +0000 2018,GPSHolly,Have a read of some of the outstanding pre-learning homework blogs Holly Class have written about 'The Great Fire o… https://t.co/I1z7Zu774Y,ind
Sun Nov 04 19:06:03 +0000 2018,The_Citizen,Sen. Kirsten Gillibrand tells Syracuse crowd: Dana Balter 'will fight for you' in Congress https://t.co/OkWnSK93gT https://t.co/DutCdGYmQj,
Sun Nov 04 19:05:45 +0000 2018,mrjinks56,"@charliekirk11 Great job Gov Cuomo &amp; Mr. Mayor, Kirsten gillibrand and Chuck Schumer will fix the problem Vote thes… https://t.co/BAl1jGz7Is",
Sun Nov 04 19:04:44 +0000 2018,ektcct,@argojay1_jason @SenGillibrand Disagree. Liberty and equality are core American values and it is for that Gillibrand fights.,
Sun Nov 04 19:02:30 +0000 2018,aman001234,RT @Gillibrand_Sch: One of our #RemembranceDay rocks had been left in New York! If you find it please please tweet us telling us who and wh…,
Sun Nov 04 19:02:17 +0000 2018,daisie_blasie,"@Margoandhow @Roxipants In Chicago,Daley Machine refined this to an art, as did Dem. Corning Machine in my town,Albany(Noonan/Gillibrand)",
Sun Nov 04 19:00:52 +0000 2018,KaylJeff,"Intellectually, Sen. Silly Gillibrand can’t hold a candle to Ms. Farley. Unfortunately, NYC is full of idiot-masoch… https://t.co/tHyAhBTYYX",
Sun Nov 04 18:58:49 +0000 2018,antob37,A very excited Maisie moo with her great fire of London model ready for tomorrow ⁦@GPSHolly⁩ ⁦@Gillibrand_Sch⁩ https://t.co/DvyqrL4oXP,
Sun Nov 04 18:54:52 +0000 2018,PolStatsUS,"New York senate election voting intention

Kirsten Gillibrand (D): 60%
Chele Farley (R): 32%

11/3 - (Research Co)… https://t.co/jCVC7llkCW",
Sun Nov 04 18:52:05 +0000 2018,icy464,"Good afternoon, stop saying Beto 2020. Not only do we not know the results of Texas, we also have other Dems who ar… https://t.co/2FZx7sDP6L",
Sun Nov 04 18:43:38 +0000 2018,RubyTuesdayWedn,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/GwkKzMcwLv,
Sun Nov 04 18:39:06 +0000 2018,lpk1657,@kcostello1232 @SenGillibrand Move on please. You can choose to be negative but that solves nothing. Better I think… https://t.co/YydRo2Qn9z,
Sun Nov 04 18:38:22 +0000 2018,NormIgloo,"@SenGillibrand What an ""out for yourself"" flip-flopping hypocrite you are.
https://t.co/5DMeltNLn9",
Sun Nov 04 18:35:32 +0000 2018,gradyslady,"RT @Politics_Polls: #NYsen:
Gillibrand (D) 58% (+23)
Farley (R) 35%

@SienaResearch 10/28-11/1
https://t.co/eoWR47kMy3",
Sun Nov 04 18:32:34 +0000 2018,NewRightNetwork,"New post: ""New York Midterms: Vote for Chele Farley for U.S. Senate to Unseat Kirsten Gillibrand"" https://t.co/JyIZKYk0kV",
Sun Nov 04 18:31:04 +0000 2018,VVSaichek,"RT @KaivanShroff: Republicans hired a female lawyer for the Kavanaugh-Ford hearing.

Democrats also have female lawyers present:

SENATOR B…",
Sun Nov 04 18:29:06 +0000 2018,karenleesmith,https://t.co/ZTTa0po7I9,
Sun Nov 04 18:22:55 +0000 2018,Kathryn16847016,"RT @pheonix42024: @adamcbest @JeriLRyan Planned parenthood donations to dems this cycle senate

Sherrod brown Oh  31k
Claire McCaskill Mo 2…",
Sun Nov 04 17:55:35 +0000 2018,queenmumkp,SAVE MISSOURI FROM CLAIRE LIFETIME POLITICIAN SAVE NEW YORK FRON KIRSTEN GILLIBRAND SAVE AMERICA VOTE RED https://t.co/lLroDSWfrm,
Sun Nov 04 17:55:05 +0000 2018,cabinloon,@awelab1956 @CarrollDSander3 @flwrpwr1969 @Logic_Triumphs @realDonaldTrump @alfranken Gillibrand herself said it wa… https://t.co/1QPONqd8Jl,
Sun Nov 04 17:48:08 +0000 2018,ddiaztechie1,@SenGillibrand I like the message but is it true? She never received PAC money. Trump lies a lot let's check. You h… https://t.co/XQbjIbgvTo,
Sun Nov 04 17:45:01 +0000 2018,jjpalmer2015,"RT @drafthorse2012: Hey Gillibrand,
When are you going to write an apology to
Justice Kavanaugh? https://t.co/t9nFmCBKuz",
Sun Nov 04 17:35:02 +0000 2018,rotepille,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/5abaCWhcFF,
Sun Nov 04 17:33:57 +0000 2018,DeclanMHurley,"A note on NY, where @marcmolinaro has 36% of the vote, Cuomo 49%. This gap is small compared to the 23-point gap be… https://t.co/OZZabjPs7u",
Sun Nov 04 17:33:08 +0000 2018,BoobsDarth,"@TimW3811 @AltScalesOfJust @realDonaldTrump Here’s a list 

Gillibrand
Warren
Pocan
Jayapal
Blumenauer
McGovern
Vel… https://t.co/RJJHsOgryn",
Sun Nov 04 17:31:35 +0000 2018,onedankmom,@notcapnamerica *stares in Kirsten Gillibrand’s colorist*,
Sun Nov 04 17:29:20 +0000 2018,keystoneskiing,@SenGillibrand Gillibrand speaks with forked tongue. She needs to go,
Sun Nov 04 17:25:42 +0000 2018,NetworkGuyUS,"@SenGillibrand Ah yes, Kirsten Gillibrand friend to illegals and pedophiles &amp; enemy of patriots and the U.S. Consti… https://t.co/sTMfOgvZRj",
Sun Nov 04 17:25:37 +0000 2018,MAINEGIRL48AOL1,"@joelpollak @BreitbartNews If THIS WOMEN is an example of what Kirsten Gillibrand wants in office, I'll  stick with… https://t.co/mSk4OZkeMv",
Sun Nov 04 17:24:18 +0000 2018,drafthorse2012,"Hey Gillibrand,
When are you going to write an apology to
Justice Kavanaugh? https://t.co/t9nFmCBKuz",
Sun Nov 04 17:20:11 +0000 2018,NaturegirlRaine,@SenGillibrand Comrade Gillibrand. Why do NYers vote communist.  What a waste.,
Sun Nov 04 17:18:08 +0000 2018,ClingingToGod,"RT @dmills3710: Sen. Gillibrand’s Father, Doug Rutnik, Employed By NXIVM Sex Cult, Gillibrand’s Stepmother Was Active Member: Keith Raniere…",
Sun Nov 04 17:06:32 +0000 2018,BigsbyGroom,"@SenGillibrand You took more money from Goldman Sachs in 2011 and 2012 than any sitting member of Congress. 
https://t.co/6VvC6KZsI2",
Sun Nov 04 17:06:23 +0000 2018,CConnyers,"@SenGillibrand Will NEVER vote for Gillibrand after the Franken hit job.

Carry on.",
Sun Nov 04 17:04:03 +0000 2018,pheonix42024,"@adamcbest @JeriLRyan Planned parenthood donations to dems this cycle senate

Sherrod brown Oh  31k
Claire McCaskil… https://t.co/dhhissLqXP",
Sun Nov 04 17:00:18 +0000 2018,UnitedDemsOC,"""She's a voice for hardworking families in this district who do not see Washington working for them,"" she said.... https://t.co/JcujKJIgos",
Sun Nov 04 17:00:18 +0000 2018,DustinCzarny,"""She's a voice for hardworking families in this district who do not see Washington working for them,"" she said.... https://t.co/oiZY8QtbNL",
Sun Nov 04 16:49:51 +0000 2018,hermit_suburban,"RT @Socia1Reluctant: Dianne Feinstein 
Kamala Harris
Elizabeth Warren
Bob Menendez
Cory Booker
Mazie Hirono
Chuck Schumer 
Kirsten Gillibra…",
Sun Nov 04 16:45:45 +0000 2018,piedmontian11,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/mVGnLSR2K3,
Sun Nov 04 16:35:47 +0000 2018,B3thMC,Just discovered there's a Fake Account for Sen Gillibrand. It looks just like the real one and it's gaining followe… https://t.co/sWKN6aH2NE,
Sun Nov 04 16:34:48 +0000 2018,AllIn4DJT,"@marcmolinaro Please save NY. 
Between Cuomo, Deblasio, Gillibrand and Schumer, we are turning into a liberal shithole.",
Sun Nov 04 16:33:53 +0000 2018,MeadowgirlM,"#SundayThoughts  Not sure which is worse. Chuckie for calling the woman trying to do her job, probably tired from s… https://t.co/Vsgnahu2Ct",
Sun Nov 04 16:33:36 +0000 2018,Graniteprof,"RT @richardmskinner: Biden &amp; Booker have been more visible on the trail, Warren, Gillibrand &amp; Harris more vocal in opposition to Trump.  Ob…",
Sun Nov 04 16:31:10 +0000 2018,richardmskinner,"Biden &amp; Booker have been more visible on the trail, Warren, Gillibrand &amp; Harris more vocal in opposition to Trump.… https://t.co/Xc6Hy18hqc",
Sun Nov 04 16:30:44 +0000 2018,sedonasurf,RT @EddieDonovan: 'I'm Not Leaving This Fight': Retiring ICE Director Hits Back at NY Dems for Unfairly Vilifying ICE https://t.co/k5CF8yuq…,
Sun Nov 04 16:28:53 +0000 2018,Firebird8035,RT @woodgategroup: @SenGillibrand Gillibrand:'Give now to help Claire win!' Awful hard to give to anyone after your team illegally seized o…,
Sun Nov 04 16:22:28 +0000 2018,JuanFdoLondono,RT @daniInnerarity: David Axelrod: Democrats Are Walking Into Trump’s Trap https://t.co/GwMnRr77x4 vía @politicomag,
Sun Nov 04 16:20:03 +0000 2018,BoboMarilyn,RT @BoboMarilyn: @anne_crotzer @POTUS @realDonaldTrump Gillibrand has shown this election isn't about AMERICANS  but people like her fighti…,
Sun Nov 04 16:16:41 +0000 2018,KimWelzenbach,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/uMsYEQ2tfz,
Sun Nov 04 16:14:16 +0000 2018,jtblogs,RT @jtblogs: EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Weinstein Consi…,
Sun Nov 04 15:59:31 +0000 2018,libby101a,Sorry but ole Axelrod has got it all wrong. It doesn’t matter how they go about it. Trump will win because he’s get… https://t.co/xcyBu4NRxd,
Sun Nov 04 15:59:28 +0000 2018,daniInnerarity,David Axelrod: Democrats Are Walking Into Trump’s Trap https://t.co/GwMnRr77x4 vía @politicomag,
Sun Nov 04 15:59:20 +0000 2018,XeniaBusse,RT @ampique: Val la pena https://t.co/ouMj60TYmg,
Sun Nov 04 15:58:04 +0000 2018,kaymarierob,‘Fire Gillibrand’? A Trump-Backed G.O.P. Senate Candidate Makes the Case https://t.co/dcK4PjCeCN,
Sun Nov 04 15:56:02 +0000 2018,ampique,Val la pena https://t.co/ouMj60TYmg,
Sun Nov 04 15:48:38 +0000 2018,madamebyll,@Easterngirl77 @scenic_route819 @stevemitch126 @JillFilipovic Only supplicants of the Alt-Right get the okay from T… https://t.co/IlH4bBB8hz,
Sun Nov 04 15:48:37 +0000 2018,LILLYZ720,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/fjPxHuOC33,
Sun Nov 04 15:47:38 +0000 2018,VesileGunes86,"RT @CillizzaCNN: Our new 2020 top 10:

10, Bloomberg
9. Bullock
8. Garcetti
7. Booker
6. Klobuchar
5. Bernie
4. Gillibrand
3. Bide
2. Kamal…",
Sun Nov 04 15:42:13 +0000 2018,Theshells1111,@jodimb25 @CJNWrites @MSNBC @NBCNews @WSJ @GOP I gave you three names = google - they are 100 percent open borders… https://t.co/xH0DgtK5St,
Sun Nov 04 15:33:05 +0000 2018,IamTaylorRaynor,Kirsten Gillibrand  Thank you for listening and caring about the District.  I know there are going to be some treme… https://t.co/aBntSlx6IC,
Sun Nov 04 15:30:41 +0000 2018,Mimi_Florida,"NEW YORK - Be informed &amp; Check your reps voting record against their words!

#TheGreatAwakening
#NewYorkVote 🇺🇸

Se… https://t.co/44aYOzER73",
Sun Nov 04 15:21:43 +0000 2018,veronicalderon,Esta entrevista con David Axelrod es fascinante. Por qué todos han caído en la trampa de Trump (y porqué seguirá ga… https://t.co/XRtaubP3cX,
Sun Nov 04 15:17:43 +0000 2018,NYROYALKING,Common sense. However if he is even more conservative then a republican he is valueless since his party will not gi… https://t.co/FMBezrDo3D,
Sun Nov 04 15:15:49 +0000 2018,CCCobb411,@SenGillibrand Better not come knocking at my door. I have no trespassing signs up this time of year. We need to do… https://t.co/1qVrNO0e4k,
Sun Nov 04 15:15:34 +0000 2018,azgirlkim,@SenGillibrand It's a red wave and  Gillibrand your next!,
Sun Nov 04 15:08:27 +0000 2018,actualpajomac,"@AmericanThinker Sinema would be another rubberstamp socialist the likes of  Pat Murray, Kristen Gillibrand, Elizab… https://t.co/OoNhhn1SN5",
Sun Nov 04 15:03:35 +0000 2018,maniseku,"RT @dustbunny_19: #NXIVM Has Sen. Kirsten Gillibrand addressed her family's involvement with them? He father,  Doug Rutnik, well connected…",
Sun Nov 04 15:01:39 +0000 2018,LynnDempsey16,@dianaarcher_14 @PodSaveAmerica @JoeBiden Agree about Gillibrand. I’m still pissed she hung Frankenstein out to dry… https://t.co/aCeMKsfiw7,
Sun Nov 04 14:58:43 +0000 2018,TOHDC,"RT @Kevan_Abrahams: Great lunch with Senator Gillibrand, Chairman Jacobs and Assembly Candidate Taylor Raynor. https://t.co/6XdDqRtbxj",
Sun Nov 04 14:57:35 +0000 2018,Donnaisom10,RT @Bluesman57: EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Weinstein Co…,
Sun Nov 04 14:56:05 +0000 2018,RonMargeson,NY don't vote for Kristen Gillibrand for Senate a Schumer puppet and other Dem's who will resist America First Agen… https://t.co/naOW15KbL7,
Sun Nov 04 14:53:46 +0000 2018,jtrailroad,sen Gillibrand had no problem asking private citizen Trump for money for her re-ellection but Trump as president she wont support him,
Sun Nov 04 14:53:33 +0000 2018,TCBTexas1,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/H2ubAoz7Xz,
Sun Nov 04 14:50:16 +0000 2018,lawyer4laws,"💥**Would Guilum call for Florida to be Sanctuary State?
Democrats want to eliminate ICE . . and protect Illegal Ali… https://t.co/AzqJqg6XpJ",
Sun Nov 04 14:40:37 +0000 2018,DonCSage,"Every sportsman, gun owner and American needs to vote Republican on Tuesday. We gun owners are 4 Million strong in… https://t.co/wjrfD10B6M",
Sun Nov 04 14:25:47 +0000 2018,UnasVeritas,EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Wein… https://t.co/xrkGWW7iwL,
Sun Nov 04 14:23:23 +0000 2018,GoldnemovesGold,"@SenGillibrand Kirsten Gillibrand has not denounced her relationship with Linda Sarsour, Anti Semitic Activist. https://t.co/Riw4ZoLaNl",
Sun Nov 04 14:22:51 +0000 2018,peachyking501,RT @blackbartohio: EXCLUSIVE: Opponent Chele Farley Demands Sen. Kirsten Gillibrand Return Money from Firm Led by Longtime Harvey Weinstein…,
Sun Nov 04 14:18:36 +0000 2018,Statistikhengst,"@realDonaldTrump Siena (w/o NYT) poll of NY: Dems leading everywhere, but check the women's vote, IND, black/latino… https://t.co/AHQdjeb1CI",
Sun Nov 04 14:15:38 +0000 2018,NancyCastleman,"RT @NancyCastleman: Another thing that bothers me about this oh-so-NYMag piece is that it totally ignores #NY19 progressive history, on bot…",
Sun Nov 04 14:14:20 +0000 2018,Socia1Reluctant,"Dianne Feinstein 
Kamala Harris
Elizabeth Warren
Bob Menendez
Cory Booker
Mazie Hirono
Chuck Schumer 
Kirsten Gilli… https://t.co/AbDJGifNbm",
Sun Nov 04 14:06:26 +0000 2018,seagypsy1957,Yep. DemocRATS create chaos and loss in their policies. Socialism will destroy even further.GET SMART! Vote RED❣️❣️… https://t.co/e9rPJTSrJM,
Sun Nov 04 14:05:26 +0000 2018,awelab1956,"@CarrollDSander3 @flwrpwr1969 @Logic_Triumphs @realDonaldTrump @alfranken No it wasn't. We SHALL disagree here. 
I… https://t.co/aC295CcEOa",
Sun Nov 04 14:04:43 +0000 2018,KatieTa57380065,@Dougs1978 @robjh1 @BreitbartNews Gillibrand is the same fraud as Hillary Clinton....they spew out anything to get… https://t.co/G2xpCeT9sY,
Sun Nov 04 14:04:18 +0000 2018,AbbeyH202,"Lol, Gillibrand failed in their first debate so she refused to show up for this one! Farley does it anyways! Frley… https://t.co/TCTwxajwAa",
Sun Nov 04 13:59:46 +0000 2018,Soccermom7981,RT @CarolRelief: @SenGillibrand I am going to make a difference by not voting for Gillibrand.,
Sun Nov 04 13:55:14 +0000 2018,gramich,"Eu diria que dentre os democratas, os nomes mais fortes no momento para as primárias são: Gillibrand, O'Rourke e Kamala Harris.",
Sun Nov 04 13:53:47 +0000 2018,katekahn1,"Al Franken would still be in the Senate - &amp; still be our very best, smartest, most progressive senator - if Kirsten… https://t.co/1rfkRxKjVR",
Sun Nov 04 13:53:24 +0000 2018,TamaniniRichard,@SenGillibrand Gillibrand must have taken a poll and found she should support legal pot and so she is now for it. S… https://t.co/mf9kXbvhxY,
Sun Nov 04 13:48:41 +0000 2018,mediacritizer,"Not likely to happen but Kirsten GIllibrand and Kamala Harris must be confronted by reporters.

They said we MUST '… https://t.co/TUEN8m4t0F",
Sun Nov 04 13:48:37 +0000 2018,hillcreststjohn,"Proud to be endorsed by:
Barack Obama
Barbara Mikulski 
Ben Cardin
Bernie Sanders
Chris Van Hollen
Cory Booker
Eliz… https://t.co/EsbB5gLy2W",
